"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Заполнение глицерином","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G20-S-10M-40U-850psi-VE-GW","от 0 до 850psi","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-1500psi-VE-GW","от 0 до 1500psi","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-2300psi-VE-GW","от 0 до 2300psi","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-3500psi-VE-GW","от 0 до 3500psi","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-6000psi-VE-GW","от 0 до 6000psi","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-8psi-VE-GW","от 0 до 8psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-15psi-VE-GW","от 0 до 15psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-23psi-VE-GW","от 0 до 23psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-35psi-VE-GW","от 0 до 35psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-60psi-VE-GW","от 0 до 60psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-85psi-VE-GW","от 0 до 85psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-150psi-VE-GW","от 0 до 150psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-230psi-VE-GW","от 0 до 230psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-350psi-VE-GW","от 0 до 350psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-600psi-VE-GW","от 0 до 600psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-850psi-VE-GW","от 0 до 850psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-1500psi-VE-GW","от 0 до 1500psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-2300psi-VE-GW","от 0 до 2300psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-3500psi-VE-GW","от 0 до 3500psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-6000psi-VE-GW","от 0 до 6000psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40R-8psi-VE-GW","от 0 до 8psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-15psi-VE-GW","от 0 до 15psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-23psi-VE-GW","от 0 до 23psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-35psi-VE-GW","от 0 до 35psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-60psi-VE-GW","от 0 до 60psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-85psi-VE-GW","от 0 до 85psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-150psi-VE-GW","от 0 до 150psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-230psi-VE-GW","от 0 до 230psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-350psi-VE-GW","от 0 до 350psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-600psi-VE-GW","от 0 до 600psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-850psi-VE-GW","от 0 до 850psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-1500psi-VE-GW","от 0 до 1500psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-2300psi-VE-GW","от 0 до 2300psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-3500psi-VE-GW","от 0 до 3500psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-6000psi-VE-GW","от 0 до 6000psi","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-8psi-VE-GW","от 0 до 8psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-15psi-VE-GW","от 0 до 15psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-23psi-VE-GW","от 0 до 23psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-35psi-VE-GW","от 0 до 35psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-60psi-VE-GW","от 0 до 60psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-85psi-VE-GW","от 0 до 85psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-150psi-VE-GW","от 0 до 150psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-230psi-VE-GW","от 0 до 230psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-350psi-VE-GW","от 0 до 350psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-600psi-VE-GW","от 0 до 600psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-850psi-VE-GW","от 0 до 850psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-1500psi-VE-GW","от 0 до 1500psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-2300psi-VE-GW","от 0 до 2300psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-3500psi-VE-GW","от 0 до 3500psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-6000psi-VE-GW","от 0 до 6000psi","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-8psi-VE-GW","от 0 до 8psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-15psi-VE-GW","от 0 до 15psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-23psi-VE-GW","от 0 до 23psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-35psi-VE-GW","от 0 до 35psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-60psi-VE-GW","от 0 до 60psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-85psi-VE-GW","от 0 до 85psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-150psi-VE-GW","от 0 до 150psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-230psi-VE-GW","от 0 до 230psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-350psi-VE-GW","от 0 до 350psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-600psi-VE-GW","от 0 до 600psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-850psi-VE-GW","от 0 до 850psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-1500psi-VE-GW","от 0 до 1500psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-2300psi-VE-GW","от 0 до 2300psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-3500psi-VE-GW","от 0 до 3500psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-6000psi-VE-GW","от 0 до 6000psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40F-8psi-VE-GW","от 0 до 8psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-15psi-VE-GW","от 0 до 15psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-23psi-VE-GW","от 0 до 23psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-35psi-VE-GW","от 0 до 35psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-60psi-VE-GW","от 0 до 60psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-85psi-VE-GW","от 0 до 85psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-150psi-VE-GW","от 0 до 150psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-230psi-VE-GW","от 0 до 230psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-350psi-VE-GW","от 0 до 350psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-600psi-VE-GW","от 0 до 600psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-850psi-VE-GW","от 0 до 850psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-1500psi-VE-GW","от 0 до 1500psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-2300psi-VE-GW","от 0 до 2300psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-3500psi-VE-GW","от 0 до 3500psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-6000psi-VE-GW","от 0 до 6000psi","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-8psi-VE-GW","от 0 до 8psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-15psi-VE-GW","от 0 до 15psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-23psi-VE-GW","от 0 до 23psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-35psi-VE-GW","от 0 до 35psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-60psi-VE-GW","от 0 до 60psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-85psi-VE-GW","от 0 до 85psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-150psi-VE-GW","от 0 до 150psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-230psi-VE-GW","от 0 до 230psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-350psi-VE-GW","от 0 до 350psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-600psi-VE-GW","от 0 до 600psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-850psi-VE-GW","от 0 до 850psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-1500psi-VE-GW","от 0 до 1500psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-2300psi-VE-GW","от 0 до 2300psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-3500psi-VE-GW","от 0 до 3500psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-6000psi-VE-GW","от 0 до 6000psi","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-8psi-VE-GW","от 0 до 8psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-15psi-VE-GW","от 0 до 15psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-23psi-VE-GW","от 0 до 23psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-35psi-VE-GW","от 0 до 35psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-60psi-VE-GW","от 0 до 60psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-85psi-VE-GW","от 0 до 85psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-150psi-VE-GW","от 0 до 150psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-230psi-VE-GW","от 0 до 230psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-350psi-VE-GW","от 0 до 350psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-600psi-VE-GW","от 0 до 600psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-850psi-VE-GW","от 0 до 850psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-1500psi-VE-GW","от 0 до 1500psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-2300psi-VE-GW","от 0 до 2300psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-3500psi-VE-GW","от 0 до 3500psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-6000psi-VE-GW","от 0 до 6000psi","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40U-60kPa-VE-GW","от 0 до 60кПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-100kPa-VE-GW","от 0 до 100кПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-160kPa-VE-GW","от 0 до 160кПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-250kPa-VE-GW","от 0 до 250кПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-400kPa-VE-GW","от 0 до 400кПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-600kPa-VE-GW","от 0 до 600кПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-1MPa-VE-GW","от 0 до 1МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-1,6MPa-VE-GW","от 0 до 1.6МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-2,5MPa-VE-GW","от 0 до 2.5МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-4MPa-VE-GW","от 0 до 4МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-6MPa-VE-GW","от 0 до 6МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-10MPa-VE-GW","от 0 до 10МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-16MPa-VE-GW","от 0 до 16МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-25MPa-VE-GW","от 0 до 25МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40U-40MPa-VE-GW","от 0 до 40МПа","G 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-60kPa-VE-GW","от 0 до 60кПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-100kPa-VE-GW","от 0 до 100кПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-160kPa-VE-GW","от 0 до 160кПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-250kPa-VE-GW","от 0 до 250кПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-400kPa-VE-GW","от 0 до 400кПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-600kPa-VE-GW","от 0 до 600кПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-1MPa-VE-GW","от 0 до 1МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-1,6MPa-VE-GW","от 0 до 1.6МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-2,5MPa-VE-GW","от 0 до 2.5МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-4MPa-VE-GW","от 0 до 4МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-6MPa-VE-GW","от 0 до 6МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-10MPa-VE-GW","от 0 до 10МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-16MPa-VE-GW","от 0 до 16МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-25MPa-VE-GW","от 0 до 25МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-10M-40U-40MPa-VE-GW","от 0 до 40МПа","M10x1","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-60kPa-VE-GW","от 0 до 60кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-100kPa-VE-GW","от 0 до 100кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-160kPa-VE-GW","от 0 до 160кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-250kPa-VE-GW","от 0 до 250кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-400kPa-VE-GW","от 0 до 400кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-600kPa-VE-GW","от 0 до 600кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-1MPa-VE-GW","от 0 до 1МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-1,6MPa-VE-GW","от 0 до 1.6МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-2,5MPa-VE-GW","от 0 до 2.5МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-4MPa-VE-GW","от 0 до 4МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-6MPa-VE-GW","от 0 до 6МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-10MPa-VE-GW","от 0 до 10МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-16MPa-VE-GW","от 0 до 16МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-25MPa-VE-GW","от 0 до 25МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2N-40U-40MPa-VE-GW","от 0 до 40МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/U.png>"
,"G20-S-2G-40R-60kPa-VE-GW","от 0 до 60кПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-100kPa-VE-GW","от 0 до 100кПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-160kPa-VE-GW","от 0 до 160кПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-250kPa-VE-GW","от 0 до 250кПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-400kPa-VE-GW","от 0 до 400кПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-600kPa-VE-GW","от 0 до 600кПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-1MPa-VE-GW","от 0 до 1МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-1,6MPa-VE-GW","от 0 до 1.6МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-2,5MPa-VE-GW","от 0 до 2.5МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-4MPa-VE-GW","от 0 до 4МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-6MPa-VE-GW","от 0 до 6МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-10MPa-VE-GW","от 0 до 10МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-16MPa-VE-GW","от 0 до 16МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-25MPa-VE-GW","от 0 до 25МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40R-40MPa-VE-GW","от 0 до 40МПа","G 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-60kPa-VE-GW","от 0 до 60кПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-100kPa-VE-GW","от 0 до 100кПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-160kPa-VE-GW","от 0 до 160кПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-250kPa-VE-GW","от 0 до 250кПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-400kPa-VE-GW","от 0 до 400кПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-600kPa-VE-GW","от 0 до 600кПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-1MPa-VE-GW","от 0 до 1МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-1,6MPa-VE-GW","от 0 до 1.6МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-2,5MPa-VE-GW","от 0 до 2.5МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-4MPa-VE-GW","от 0 до 4МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-6MPa-VE-GW","от 0 до 6МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-10MPa-VE-GW","от 0 до 10МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-16MPa-VE-GW","от 0 до 16МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-25MPa-VE-GW","от 0 до 25МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-10M-40R-40MPa-VE-GW","от 0 до 40МПа","M10x1","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-60kPa-VE-GW","от 0 до 60кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-100kPa-VE-GW","от 0 до 100кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-160kPa-VE-GW","от 0 до 160кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-250kPa-VE-GW","от 0 до 250кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-400kPa-VE-GW","от 0 до 400кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-600kPa-VE-GW","от 0 до 600кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-1MPa-VE-GW","от 0 до 1МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-1,6MPa-VE-GW","от 0 до 1.6МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-2,5MPa-VE-GW","от 0 до 2.5МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-4MPa-VE-GW","от 0 до 4МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-6MPa-VE-GW","от 0 до 6МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-10MPa-VE-GW","от 0 до 10МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-16MPa-VE-GW","от 0 до 16МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-25MPa-VE-GW","от 0 до 25МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2N-40R-40MPa-VE-GW","от 0 до 40МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/R.png>"
,"G20-S-2G-40F-60kPa-VE-GW","от 0 до 60кПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-100kPa-VE-GW","от 0 до 100кПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-160kPa-VE-GW","от 0 до 160кПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-250kPa-VE-GW","от 0 до 250кПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-400kPa-VE-GW","от 0 до 400кПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-600kPa-VE-GW","от 0 до 600кПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-1MPa-VE-GW","от 0 до 1МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-1,6MPa-VE-GW","от 0 до 1.6МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-2,5MPa-VE-GW","от 0 до 2.5МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-4MPa-VE-GW","от 0 до 4МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
