#,Заказной код,Параметр:Заказной код:Подсоединение,"Параметр:Заказной код:Длина, мм",Параметр:Заказной код:Количество поплавков,"Параметр:Заказной код:Материалы, контактирующие со средой",Параметр:Заказной код:Форма контакта,Параметр:Заказной код:Размер поплавка таблица,Параметр:Заказной код:Размер поплавка
,"LS-203P-5-1-9-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-9-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-9-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-9-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-10-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-10-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-10-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-1-10-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-2-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-2-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-2-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-2-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-5-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-5-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-5-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-5-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-8-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-8-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-8-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-8-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-11-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-11-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-11-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-2-11-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-2-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-2-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-2-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-2-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-5-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-5-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-5-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-5-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-8-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-8-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-8-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-8-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-11-G-L=1000mm-l1=____mm __ON, l2=____mm __ON",G3/8,1000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-11-G-L=2000mm-l1=____mm __ON, l2=____mm __ON",G3/8,2000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-11-G-L=3000mm-l1=____mm __ON, l2=____mm __ON",G3/8,3000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-203P-5-3-11-G-L=4000mm-l1=____mm __ON, l2=____mm __ON",G3/8,4000,два,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),два G - (ПВДФ)
,"LS-204P-2-1-1-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-1-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-1-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-1-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-3-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-3-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-3-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-3-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-4-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-4-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-4-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-4-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-6-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-6-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-6-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-6-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-7-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-7-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-7-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-7-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-9-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-9-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-9-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-9-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-10-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-10-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-10-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-1-10-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-2-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-2-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-2-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-2-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-5-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-5-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-5-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-5-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-8-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-8-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-8-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-8-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-11-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-11-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-11-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-2-11-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-2-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-2-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-2-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-2-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-5-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-5-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-5-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-5-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-8-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-8-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-8-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-8-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-11-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-11-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-11-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-2-3-11-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,SS316,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-1-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-1-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-1-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-1-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-3-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-3-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-3-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-3-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-4-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-4-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-4-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-4-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-6-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-6-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-6-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-6-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-7-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-7-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-7-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-7-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-9-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-9-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-9-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-9-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-10-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-10-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-10-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-1-10-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-2-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-2-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-2-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-2-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-5-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-5-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-5-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-5-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-8-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-8-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-8-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-8-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-11-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-11-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-11-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-2-11-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),два H - (ПВХ)
,"LS-204P-3-3-2-H-L=1000mm-l1=____mm __ON, l2=____mm __ON",G1/2,1000,два,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-3-3-2-H-L=2000mm-l1=____mm __ON, l2=____mm __ON",G1/2,2000,два,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-3-3-2-H-L=3000mm-l1=____mm __ON, l2=____mm __ON",G1/2,3000,два,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
,"LS-204P-3-3-2-H-L=4000mm-l1=____mm __ON, l2=____mm __ON",G1/2,4000,два,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),два H - (ПВХ)
